"Fecha","Tipo","Categoría","Descripción","Importe","Compromiso","Estado"
"18/11/2025","Gasto","Ocio","Entretenimiento","12,90","Variable","Pagado"
"19/11/2025","Gasto","Ocio","Entretenimiento","1,29","Variable","Pagado"
"20/11/2025","Gasto","Ocio","Entretenimiento","11,30","Variable","Pagado"
"22/11/2025","Gasto","Ocio","Entretenimiento","360,00","Variable","Pagado"
"23/11/2025","Gasto","Ocio","Entretenimiento","52,50","Variable","Pagado"
"24/11/2025","Gasto","Ocio","Entretenimiento","10,00","Variable","Pagado"
"25/11/2025","Gasto","Ocio","Entretenimiento","9,75","Variable","Pagado"
"28/11/2025","Gasto","Ocio","Entretenimiento","24,90","Variable","Pagado"
"30/11/2025","Gasto","Ocio","Entretenimiento","3,78","Variable","Pagado"
"10/11/2025","Gasto","Tecnología","Tecnología","3,00","Variable","Pagado"
"11/11/2025","Gasto","Tecnología","Tecnología","2,99","Variable","Pagado"
"12/11/2025","Gasto","Tecnología","Tecnología","79,99","Variable","Pagado"
"18/11/2025","Gasto","Tecnología","Tecnología","26,16","Variable","Pagado"
"25/11/2025","Gasto","Tecnología","Tecnología","8,00","Variable","Pagado"
"06/11/2025","Gasto","Coche","Coche","30,00","Variable","Pagado"
"14/11/2025","Gasto","Coche","Coche","0,90","Variable","Pagado"
"28/11/2025","Gasto","Coche","Coche","0,25","Variable","Pagado"
"29/11/2025","Gasto","Coche","Coche","30,00","Variable","Pagado"
"17/11/2025","Gasto","Moto","Moto","14,54","Variable","Pagado"
"24/11/2025","Gasto","Salud","Salud","1,00","Variable","Pagado"
"30/11/2025","Gasto","Salud","Salud","9,95","Variable","Pagado"
"03/12/2025","Ingreso","Billetazo","Bizum","30,00","Variable","Pagado"
"04/12/2025","Ingreso","Billetazo","Bizum","100,00","Variable","Pagado"
"06/12/2025","Ingreso","Billetazo","Bizum","20,00","Variable","Pagado"
"07/12/2025","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"14/12/2025","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"16/12/2025","Ingreso","Billetazo","Bizum","92,00","Variable","Pagado"
"22/12/2025","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"28/12/2025","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"10/12/2025","Gasto","Ocio","Comida","4,05","Variable","Pagado"
"22/12/2025","Gasto","Ropa","Ropa","16,09","Variable","Pagado"
"23/12/2025","Gasto","Ropa","Ropa","15,90","Variable","Pagado"
"02/12/2025","Gasto","Ocio","Entretenimiento","4,80","Variable","Pagado"
"05/12/2025","Gasto","Ocio","Entretenimiento","3,30","Variable","Pagado"
"07/12/2025","Gasto","Ocio","Entretenimiento","10,00","Variable","Pagado"
"11/12/2025","Gasto","Ocio","Entretenimiento","25,00","Variable","Pagado"
"12/12/2025","Gasto","Ocio","Entretenimiento","71,50","Variable","Pagado"
"13/12/2025","Gasto","Ocio","Entretenimiento","34,00","Variable","Pagado"
"14/12/2025","Gasto","Ocio","Entretenimiento","25,00","Variable","Pagado"
"17/12/2025","Gasto","Ocio","Entretenimiento","3,40","Variable","Pagado"
"19/12/2025","Gasto","Ocio","Entretenimiento","22,60","Variable","Pagado"
"26/12/2025","Gasto","Ocio","Entretenimiento","11,30","Variable","Pagado"
"30/12/2025","Gasto","Ocio","Entretenimiento","4,70","Variable","Pagado"
"10/12/2025","Gasto","Tecnología","Tecnología","2,99","Variable","Pagado"
"11/12/2025","Gasto","Tecnología","Tecnología","2,50","Variable","Pagado"
"23/12/2025","Gasto","Tecnología","Tecnología","12,99","Variable","Pagado"
"24/12/2025","Gasto","Tecnología","Tecnología","3,50","Variable","Pagado"
"26/12/2025","Gasto","Tecnología","Tecnología","47,78","Variable","Pagado"
"06/12/2025","Gasto","Coche","Coche","45,00","Variable","Pagado"
"22/12/2025","Gasto","Coche","Coche","40,00","Variable","Pagado"
"05/12/2025","Gasto","Moto","Moto","4,14","Variable","Pagado"
"31/12/2025","Gasto","Moto","Moto","111,57","Variable","Pagado"
"15/12/2025","Gasto","Recambios","Recambios","31,90","Variable","Pagado"
